Tanggal;Terakhir;Pembukaan;Tertinggi;Terendah;Vol;Perubahan%;Vol
05/11/2024;3921.27;3953.41;3984.5;3914.24;1.60B;-0.81%;1,600,000,000
04/11/2024;3953.41;3996.29;4022.71;3939.32;5.80B;-1.23%;5,800,000,000
01/11/2024;4002.5;4008.31;4045.65;3984.02;2.83B;0.01%;2,830,000,000
31/10/2024;4002.1;3975.6;4002.1;3918.13;5.82B;0.67%;5,820,000,000
30/10/2024;3975.6;4024.43;4043.91;3950.09;2.86B;-1.14%;2,860,000,000
29/10/2024;4021.32;4006.62;4059.6;3989.47;3.61B;0.74%;3,610,000,000
28/10/2024;3991.67;4048.64;4055.25;3958.91;4.92B;-1.48%;4,920,000,000
25/10/2024;4051.74;4121.58;4138.29;4051.74;4.28B;-1.62%;4,280,000,000
24/10/2024;4118.47;4106.1;4148.57;4072.18;4.73B;0.30%;4,730,000,000
23/10/2024;4106.1;4090.22;4119.06;4047.82;5.63B;0.46%;5,630,000,000
22/10/2024;4087.12;4051.19;4104.62;4044.46;10.44B;0.96%;10,440,000,000
21/10/2024;4048.08;3962.37;4079.46;3951.27;6.80B;1.86%;6,800,000,000
18/10/2024;3974.22;3926;3981.69;3922.85;2.29B;0.92%;2,290,000,000
17/10/2024;3937.85;3894.16;3950.87;3894.1;3.30B;0.82%;3,300,000,000
16/10/2024;3906.01;3849.57;3928.19;3849.57;5.19B;1.07%;5,190,000,000
15/10/2024;3864.52;3824.27;3868.74;3815.36;4.49B;1.13%;4,490,000,000
14/10/2024;3821.16;3759.03;3838.15;3743.23;6.89B;1.74%;6,890,000,000
11/10/2024;3755.92;3728.24;3788.31;3727.88;2.30B;0.34%;2,300,000,000
10/10/2024;3743.19;3773.75;3801.64;3716.2;3.07B;-0.73%;3,070,000,000
09/10/2024;3770.64;3798.78;3821.42;3736.24;4.19B;-0.74%;4,190,000,000
08/10/2024;3798.78;3780.66;3818.79;3748.89;4.54B;0.81%;4,540,000,000
07/10/2024;3768.24;3673.26;3825.48;3659.73;9.90B;2.76%;9,900,000,000
04/10/2024;3667.05;3724.92;3731.63;3642.25;9.71B;-2.34%;9,710,000,000
03/10/2024;3754.83;3800.25;3814.86;3721.66;4.51B;-1.11%;4,510,000,000
02/10/2024;3797.15;3850.56;3892.98;3754.94;5.72B;-1.39%;5,720,000,000
01/10/2024;3850.56;3848.42;3873.45;3830.36;2.89B;0.36%;2,890,000,000
30/09/2024;3836.57;3905;3995.43;3825.65;6.49B;-1.75%;6,490,000,000
27/09/2024;3905;3886.84;3939.11;3832.21;7.26B;0.14%;7,260,000,000
26/09/2024;3899.7;3857.18;3907.52;3829.63;6.89B;1.58%;6,890,000,000
25/09/2024;3839.02;3786.64;3888.42;3771.84;12.02B;1.45%;12,020,000,000
24/09/2024;3783.98;3827.62;3853.45;3783.83;4.13B;-1.14%;4,130,000,000
23/09/2024;3827.62;3788.55;3852;3768.01;5.98B;1.10%;5,980,000,000
20/09/2024;3785.89;3826.72;3890.39;3731.01;12.20B;-0.60%;12,200,000,000
19/09/2024;3808.56;3829.37;3838.65;3722.57;9.35B;-0.54%;9,350,000,000
18/09/2024;3829.37;3949.18;3982.44;3806.18;9.59B;-2.59%;9,590,000,000
17/09/2024;3931.02;3880.13;4042.38;3880.13;8.06B;1.79%;8,060,000,000
13/09/2024;3861.97;3696.93;3964.74;3696.93;4.80B;4.46%;4,800,000,000
12/09/2024;3696.93;3435.45;3721.76;3422.72;11.67B;7.61%;11,670,000,000
11/09/2024;3435.45;3379.21;3440.05;3358.74;3.05B;1.66%;3,050,000,000
10/09/2024;3379.21;3288.18;3393.18;3288.18;8.22B;2.29%;8,220,000,000
09/09/2024;3303.68;3289.46;3311.51;3281.35;2.11B;-0.04%;2,110,000,000
06/09/2024;3304.97;3298.59;3321.06;3275.07;1.27B;0.27%;1,270,000,000
05/09/2024;3295.93;3300.77;3324.65;3279.47;1.06B;-0.07%;1,060,000,000
04/09/2024;3298.12;3282.42;3302.55;3252.05;1.63B;0.40%;1,630,000,000
03/09/2024;3285.08;3375.18;3418.81;3269.24;2.05B;-3.04%;2,050,000,000
02/09/2024;3388.03;3263.3;3388.03;3259.58;1.72B;3.82%;1,720,000,000
30/08/2024;3263.3;3244.52;3282.62;3234;4.60B;0.66%;4,600,000,000
29/08/2024;3241.86;3251.46;3270.61;3239.47;1.62B;-0.21%;1,620,000,000
28/08/2024;3248.81;3295.01;3301.53;3239.39;1.67B;-1.40%;1,670,000,000
27/08/2024;3295.01;3306.41;3308.56;3269.2;1.62B;-0.26%;1,620,000,000
26/08/2024;3303.76;3313.28;3337.81;3286.15;1.47B;-0.59%;1,470,000,000
23/08/2024;3323.48;3295.84;3340.06;3294.09;1.43B;0.37%;1,430,000,000
22/08/2024;3311.35;3358.28;3363.55;3293.15;1.61B;-1.40%;1,610,000,000
21/08/2024;3358.28;3362.68;3408.69;3332.32;3.76B;-0.13%;3,760,000,000
20/08/2024;3362.68;3354.22;3399.22;3335.83;3.55B;0.25%;3,550,000,000
19/08/2024;3354.22;3355.81;3359.58;3329.6;1.70B;0.03%;1,700,000,000
16/08/2024;3353.15;3348.25;3360.77;3329.47;1.43B;0.15%;1,430,000,000
15/08/2024;3348.25;3341.16;3364.42;3322.8;2.13B;0.21%;2,130,000,000
14/08/2024;3341.16;3331.97;3375.54;3314.13;3.63B;0.74%;3,630,000,000
13/08/2024;3316.46;3297.53;3335.14;3290.64;2.22B;0.57%;2,220,000,000
12/08/2024;3297.53;3227.43;3297.53;3194.23;5.21B;2.26%;5,210,000,000
09/08/2024;3224.77;3221.52;3236.22;3201.46;2.26B;0.59%;2,260,000,000
08/08/2024;3206.01;3217.23;3234.73;3197.13;2.33B;0.22%;2,330,000,000
07/08/2024;3199.07;3197.81;3222.75;3182.45;2.33B;0.61%;2,330,000,000
06/08/2024;3179.65;3179.13;3203.34;3164.29;1.94B;0.10%;1,940,000,000
05/08/2024;3176.47;3253.87;3256.78;3152.02;6.55B;-2.92%;6,550,000,000
02/08/2024;3272.03;3266.06;3300.24;3249.5;2.69B;-0.37%;2,690,000,000
01/08/2024;3284.23;3287.5;3311.06;3265.28;1.78B;-0.10%;1,780,000,000
31/07/2024;3287.5;3329.01;3341.94;3268.89;3.85B;-1.70%;3,850,000,000
30/07/2024;3344.52;3347.43;3366.14;3320.13;1.84B;-0.01%;1,840,000,000
29/07/2024;3344.77;3363.38;3367.02;3326.15;2.14B;-0.01%;2,140,000,000
26/07/2024;3345.21;3367.19;3375.98;3339.31;1.62B;-0.65%;1,620,000,000
25/07/2024;3367.19;3381.22;3399.61;3334.99;1.74B;-0.41%;1,740,000,000
24/07/2024;3381.22;3438.72;3444.49;3356.6;3.37B;-1.67%;3,370,000,000
23/07/2024;3438.72;3289;3471.75;3288.44;13.35B;4.55%;13,350,000,000
22/07/2024;3289;3265.59;3304.74;3263.79;2.26B;0.72%;2,260,000,000
19/07/2024;3265.59;3296.12;3299.96;3257.14;2.46B;-0.93%;2,460,000,000
18/07/2024;3296.12;3322.92;3340.08;3278.52;2.87B;-0.81%;2,870,000,000
17/07/2024;3322.92;3333.82;3387.81;3295.87;9.89B;-0.25%;9,890,000,000
16/07/2024;3331.16;3295.86;3331.16;3280.2;588.10M;1.15%;588,100,000
15/07/2024;3293.2;3275.84;3303.8;3273.75;1.14B;0.53%;1,140,000,000
12/07/2024;3275.84;3293.55;3306.43;3275.84;683.48M;-0.54%;683,480,000
11/07/2024;3293.55;3274.62;3299.33;3269.82;2.10B;0.66%;2,100,000,000
10/07/2024;3271.96;3295.35;3322.9;3270.86;8.51B;-0.71%;8,510,000,000
09/07/2024;3295.35;3299.93;3305.59;3290.01;866.96M;-0.14%;866,960,000
08/07/2024;3299.93;3260.33;3313.31;3258.66;1.18B;1.21%;1,180,000,000
05/07/2024;3260.33;3248.73;3270.24;3246.63;906.07M;0.52%;906,070,000
04/07/2024;3243.42;3186.09;3249.27;3184.31;1.45B;1.88%;1,450,000,000
03/07/2024;3183.43;3188.29;3190.87;3174.06;1.28B;-0.07%;1,280,000,000
02/07/2024;3185.64;3184.14;3193.64;3174.22;939.10M;0.13%;939,100,000
01/07/2024;3181.48;3167.2;3191.05;3157.78;1.36B;0.37%;1,360,000,000
28/06/2024;3169.85;3155.83;3177.92;3153.1;2.18B;0.63%;2,180,000,000
27/06/2024;3149.92;3124.23;3162.2;3116.12;1.70B;0.92%;1,700,000,000
26/06/2024;3121.28;3138.86;3160.7;3110.1;2.99B;-0.47%;2,990,000,000
25/06/2024;3135.9;3148.73;3168.76;3120.91;3.18B;-0.74%;3,180,000,000
24/06/2024;3159.25;3119.22;3164.38;3119.01;2.85B;1.38%;2,850,000,000
21/06/2024;3116.27;3099.18;3138.56;3096.59;9.27B;0.65%;9,270,000,000
20/06/2024;3096.22;3060.95;3126.25;3052.96;4.73B;1.15%;4,730,000,000
19/06/2024;3060.95;3088.93;3112;3043.26;10.32B;-1.34%;10,320,000,000
14/06/2024;3102.4;3173.24;3186.82;3086.07;4.28B;-2.23%;4,280,000,000
13/06/2024;3173.24;3145.09;3191.09;3115.28;7.16B;1.42%;7,160,000,000
12/06/2024;3128.66;3210.76;3219.38;3116.56;5.81B;-2.24%;5,810,000,000
11/06/2024;3200.24;3196.55;3240.92;3150.02;6.11B;-0.30%;6,110,000,000
10/06/2024;3210.02;3276.82;3295.44;3136.26;12.93B;-2.04%;12,930,000,000
07/06/2024;3276.82;3320.34;3342.59;3275.07;2.95B;-1.31%;2,950,000,000
06/06/2024;3320.34;3308.08;3347.92;3294.79;4.51B;0.96%;4,510,000,000
05/06/2024;3288.7;3336.44;3356.43;3284.89;3.94B;-1.83%;3,940,000,000
04/06/2024;3349.92;3401.76;3430.99;3343.14;4.50B;-1.05%;4,500,000,000
03/06/2024;3385.33;3397.43;3434.39;3370.9;3.74B;-0.18%;3,740,000,000
31/05/2024;3391.52;3440.71;3483.81;3391.52;9.37B;-0.96%;9,370,000,000
30/05/2024;3424.28;3463.64;3496.59;3418.19;5.66B;-1.52%;5,660,000,000
29/05/2024;3477.11;3541.33;3546.11;3459.58;4.13B;-2.19%;4,130,000,000
28/05/2024;3554.8;3533.55;3581.5;3510.34;5.70B;0.69%;5,700,000,000
27/05/2024;3530.6;3471.45;3555.95;3453.18;7.48B;2.36%;7,480,000,000
22/05/2024;3449.12;3405.25;3476.61;3401.88;3.48B;1.38%;3,480,000,000
21/05/2024;3402.3;3447.69;3454.96;3393.3;2.30B;-0.93%;2,300,000,000
20/05/2024;3434.22;3451.43;3458.96;3418.08;3.17B;-0.19%;3,170,000,000
17/05/2024;3440.91;3413.31;3484.79;3407.61;5.27B;0.41%;5,270,000,000
16/05/2024;3426.78;3423.84;3450.79;3397.72;3.15B;0.57%;3,150,000,000
15/05/2024;3407.41;3403.06;3428.45;3374.36;2.03B;0.44%;2,030,000,000
14/05/2024;3392.54;3431.83;3439.05;3382.77;2.28B;-1.14%;2,280,000,000
13/05/2024;3431.83;3371.24;3436.66;3345.76;3.14B;1.80%;3,140,000,000
08/05/2024;3371.24;3397.5;3405.34;3337.73;3.04B;-0.60%;3,040,000,000
07/05/2024;3391.59;3414.18;3439.02;3371.21;3.26B;-0.66%;3,260,000,000
06/05/2024;3414.18;3377.56;3435.79;3377.52;5.10B;1.49%;5,100,000,000
03/05/2024;3364.09;3328.07;3369.45;3319.71;5.43B;1.08%;5,430,000,000
02/05/2024;3328.07;3359.23;3384.07;3308.46;2.35B;-0.93%;2,350,000,000
01/05/2024;3359.23;3346.81;3400.47;3315.61;;0.00%;
30/04/2024;3359.23;3346.81;3400.47;3315.61;3.84B;1.05%;3,840,000,000
29/04/2024;3324.47;3281.74;3351.61;3271.79;3.15B;1.30%;3,150,000,000
26/04/2024;3281.74;3307.59;3351.38;3273.61;2.56B;-1.23%;2,560,000,000
25/04/2024;3322.67;3331.46;3344.69;3290.64;2.41B;-0.67%;2,410,000,000
24/04/2024;3344.93;3284.14;3360.17;3269.97;3.65B;2.36%;3,650,000,000
23/04/2024;3267.71;3239.6;3300.35;3239.02;3.77B;0.87%;3,770,000,000
22/04/2024;3239.6;3230.05;3295.03;3225.23;3.32B;0.30%;3,320,000,000
19/04/2024;3230.05;3307.43;3320.73;3221.82;4.35B;-2.78%;4,350,000,000
18/04/2024;3322.51;3344.21;3372.3;3298.26;3.02B;-0.25%;3,020,000,000
17/04/2024;3330.73;3423.81;3433.98;3327.53;3.93B;-2.42%;3,930,000,000
16/04/2024;3413.3;3489.19;3489.56;3388.53;5.03B;-2.84%;5,030,000,000
05/04/2024;3513.14;3533.19;3538.98;3488.04;1.62B;-0.66%;1,620,000,000
04/04/2024;3536.41;3513.04;3536.46;3495.11;1.75B;0.80%;1,750,000,000
03/04/2024;3508.48;3547.62;3567.05;3508.48;2.07B;-1.48%;2,070,000,000
02/04/2024;3561.36;3536.07;3563;3519.93;3.19B;0.49%;3,190,000,000
01/04/2024;3544.12;3566.8;3584;3495.63;2.39B;-1.01%;2,390,000,000
28/03/2024;3580.27;3551.69;3580.88;3541.63;2.58B;0.85%;2,580,000,000
27/03/2024;3549.98;3575.02;3583.51;3527.57;2.71B;-0.97%;2,710,000,000
26/03/2024;3584.67;3570.17;3613.73;3557.76;3.77B;0.41%;3,770,000,000
25/03/2024;3570.17;3587.86;3604.56;3539.56;2.42B;-0.57%;2,420,000,000
22/03/2024;3590.75;3553.11;3596.57;3547.89;2.68B;1.32%;2,680,000,000
21/03/2024;3543.91;3541.63;3593.97;3528.53;3.42B;0.91%;3,420,000,000
20/03/2024;3511.95;3592.94;3617.37;3511.08;7.22B;-3.14%;7,220,000,000
19/03/2024;3625.96;3672.64;3690.04;3612.88;4.09B;-0.89%;4,090,000,000
18/03/2024;3658.39;3625.14;3702.02;3593.84;5.69B;1.14%;5,690,000,000
15/03/2024;3617.12;3603.67;3617.12;3555.21;11.82B;0.37%;11,820,000,000
14/03/2024;3603.67;3582.51;3637.11;3564.31;3.60B;0.64%;3,600,000,000
13/03/2024;3580.8;3637.57;3653.13;3580.8;2.72B;-1.64%;2,720,000,000
08/03/2024;3640.46;3647.61;3667.74;3614.63;3.03B;-0.07%;3,030,000,000
07/03/2024;3643.01;3743.87;3756.83;3617.76;7.90B;-2.57%;7,900,000,000
06/03/2024;3739.27;3550.6;3739.27;3548.42;8.28B;5.31%;8,280,000,000
05/03/2024;3550.6;3580.07;3609.34;3538.24;3.17B;-0.86%;3,170,000,000
04/03/2024;3581.25;3685;3691.44;3568.81;6.42B;-2.66%;6,420,000,000
01/03/2024;3679.23;3707.1;3711.47;3643.98;3.23B;-0.77%;3,230,000,000
29/02/2024;3707.63;3781.02;3781.9;3652.41;8.08B;-1.90%;8,080,000,000
28/02/2024;3779.31;3846.51;3848.19;3762.11;8.95B;-1.99%;8,950,000,000
27/02/2024;3856.16;3845.32;3881.16;3810.43;5.64B;0.31%;5,640,000,000
26/02/2024;3844.15;3863.06;3869.97;3822.7;2.86B;-0.42%;2,860,000,000
23/02/2024;3860.17;3853.71;3870.05;3831.07;3.26B;0.38%;3,260,000,000
22/02/2024;3845.69;3891.25;3894.08;3843.56;2.96B;-1.17%;2,960,000,000
21/02/2024;3891.25;3921.92;3936.85;3855.26;3.92B;-1.08%;3,920,000,000
20/02/2024;3933.92;3942.89;3958.01;3918.9;2.63B;-0.15%;2,630,000,000
19/02/2024;3940;3928.59;3956.04;3882.65;3.99B;0.61%;3,990,000,000
16/02/2024;3916.05;3966.24;3970.73;3864.74;2.73B;-1.14%;2,730,000,000
15/02/2024;3961.11;4027.89;4048.07;3906.99;3.75B;-0.91%;3,750,000,000
13/02/2024;3997.68;4023.84;4024.39;3974.75;2.26B;-0.42%;2,260,000,000
12/02/2024;4014.64;4027.57;4083.12;3996.26;6.80B;0.52%;6,800,000,000
07/02/2024;3993.83;4023.21;4105.73;3962.74;4.02B;-0.73%;4,020,000,000
06/02/2024;4023.21;4072.75;4090.07;3968.33;4.52B;-1.13%;4,520,000,000
05/02/2024;4069.31;4094.79;4126.46;3978.81;4.06B;-0.62%;4,060,000,000
02/02/2024;4094.79;4114.37;4120.08;4054.86;2.37B;-0.32%;2,370,000,000
01/02/2024;4108.04;4155.9;4180.89;3975.78;5.82B;-0.48%;5,820,000,000
31/01/2024;4128.05;4105.63;4144.68;4059.93;4.72B;0.59%;4,720,000,000
30/01/2024;4103.92;3987.32;4118.21;3987.32;6.47B;2.97%;6,470,000,000
29/01/2024;3985.61;4075.91;4094.65;3953.2;6.49B;-2.17%;6,490,000,000
26/01/2024;4074.19;4125.23;4136.47;4048.3;2.66B;-1.31%;2,660,000,000
25/01/2024;4128.12;4142.17;4172.52;4105.22;2.68B;-0.41%;2,680,000,000
24/01/2024;4145.07;4176.42;4189.04;4116.04;2.15B;-0.75%;2,150,000,000
23/01/2024;4176.42;4205.28;4205.31;4148.06;1.89B;-0.69%;1,890,000,000
22/01/2024;4205.28;4248.58;4251.86;4173.24;2.00B;-0.56%;2,000,000,000
19/01/2024;4228.82;4279.47;4290.79;4221.99;2.32B;-0.83%;2,320,000,000
18/01/2024;4264.01;4268.02;4280.72;4234.2;2.85B;-0.09%;2,850,000,000
17/01/2024;4268.02;4312.22;4316.53;4197.51;9.02B;-0.99%;9,020,000,000
16/01/2024;4310.83;4337.21;4352.09;4301.33;2.17B;-0.61%;2,170,000,000
15/01/2024;4337.21;4336.56;4349.3;4311.73;1.88B;0.02%;1,880,000,000
12/01/2024;4336.56;4346.74;4383.33;4306.8;3.27B;-0.17%;3,270,000,000
11/01/2024;4343.84;4339.42;4405.58;4329.81;4.64B;0.27%;4,640,000,000
10/01/2024;4332.24;4326.32;4357.75;4318.02;1.54B;-0.15%;1,540,000,000
09/01/2024;4338.89;4361.89;4426.54;4309.76;2.54B;-0.33%;2,540,000,000
08/01/2024;4353.31;4385.7;4398.52;4339.91;1.51B;-0.64%;1,510,000,000
05/01/2024;4381.41;4403.19;4426.63;4372.26;1.24B;-0.40%;1,240,000,000
04/01/2024;4398.9;4427.09;4437.48;4386.39;1.71B;-0.64%;1,710,000,000
03/01/2024;4427.09;4413.71;4458.65;4389.38;1.75B;0.21%;1,750,000,000
02/01/2024;4418;4429.81;4438.44;4365.14;1.55B;-0.40%;1,550,000,000
29/12/2023;4435.61;4376.16;4435.61;4356.31;1.86B;1.60%;1,860,000,000
28/12/2023;4365.76;4370.14;4403.39;4331.03;1.85B;0.00%;1,850,000,000
27/12/2023;4365.71;4369.36;4407.24;4349.73;1.87B;0.02%;1,870,000,000
26/12/2023;4364.93;4390.61;4405.91;4326.71;;0.00%;
22/12/2023;4364.93;4390.61;4405.91;4326.71;1.99B;-0.18%;1,990,000,000
21/12/2023;4372.66;4383.5;4388.25;4338.39;1.80B;-0.38%;1,800,000,000
20/12/2023;4389.5;4375.87;4408.44;4359.84;1.93B;0.35%;1,930,000,000
19/12/2023;4374.33;4358.56;4426.66;4316.25;4.91B;0.60%;4,910,000,000
18/12/2023;4348.13;4435.07;4437.58;4288.35;10.91B;-2.13%;10,910,000,000
15/12/2023;4442.62;4556.35;4571.03;4380.44;4.50B;-2.66%;4,500,000,000
14/12/2023;4563.9;4398.02;4578.92;4377.02;9.30B;5.93%;9,300,000,000
13/12/2023;4308.3;4394.14;4414.37;4265.31;6.56B;-2.22%;6,560,000,000
12/12/2023;4406.12;4323;4418.56;4251.63;12.20B;1.99%;12,200,000,000
11/12/2023;4320;4676.9;4694.86;4281.74;34.66B;-7.27%;34,660,000,000
08/12/2023;4658.92;4551.96;4688.35;4509.34;13.49B;2.89%;13,490,000,000
07/12/2023;4528.01;4561.4;4590.65;4457.6;10.85B;-0.73%;10,850,000,000
06/12/2023;4561.4;4726.01;4741.88;4543.42;13.28B;-2.99%;13,280,000,000
05/12/2023;4702.06;4819.91;4867.22;4613.45;18.31B;-2.20%;18,310,000,000
04/12/2023;4807.93;4758.69;4988.04;4752.18;17.31B;1.29%;17,310,000,000
01/12/2023;4746.72;4681.55;4767.74;4641.78;14.14B;2.18%;14,140,000,000
30/11/2023;4645.62;4578.52;4672.4;4550.3;8.64B;1.73%;8,640,000,000
29/11/2023;4566.54;4566.71;4583.82;4540.93;4.50B;0.26%;4,500,000,000
28/11/2023;4554.72;4612.93;4684.9;4422.42;3.55B;-1.26%;3,550,000,000
27/11/2023;4612.93;4904.73;4942.26;4589.83;2.35B;-5.72%;2,350,000,000
24/11/2023;4892.73;4796.3;5074.17;4778.95;5.15B;2.01%;5,150,000,000
23/11/2023;4796.3;4464.64;4796.3;4461.67;9.81B;8.60%;9,810,000,000
22/11/2023;4416.66;4302.19;4487.75;4287.35;7.06B;2.66%;7,060,000,000
